acctsessionid,acctstarttime,upload,download,acctsessiontime,callingstationid,calledstationid,calledstation_ssid
173,395039edf94ebcb1fa9a5bd1b8c4b824c814bdd137a311add38df54ff2a6ca8b,2024-09-18 11:00:00,0,1,4.0,7fa3e764296d8e0de4574709aba71301c37d86639a0d0d887f0619de5357e4f9,3f96d689d9ff0c011de39cf41bddbdf8a3e11995926cdba23ca63120fe216653,Porto. Free Wi-Fi
174,f9f07419835ab0efaefd7d0191f40ab155b6d89d729d81587593e52823276ef5,2024-09-18 10:00:00,0,0,4.0,8fa63edbb23ced8e171b2aafe4f720bed884621ab5878caacc14226774220176,43f33e10bf0145209ef98de0636be3023fe3521e16ec64fd4ad09b7d8216b166,Porto. Free Wi-Fi
175,fbbd3e01f9b1f52d1e1bc8bda08575ab11da89f6500b41031dd3647a7a82f1f2,2024-09-18 10:00:00,1,7,7.0,c361f471002a7f51c4da595009a1998bd21d5edaba81fd49d5d20427fe87fdc1,37959aa115d8e097cd01243fd28292c695e94fcacc69e3a0e817df6897b0cdaa,Porto. Free Wi-Fi
176,607c00444fa9c93f57891b770478b725008eabf2ba5773e87705d93e5353232b,2024-09-12 05:00:00,0,0,5.0,cca9a496ae154def8c81fad31178e8b7190948416a26c981c6c184c0f03078e0,0b80186c99c951bbf98af000b970efaa7039dfc1bfcb46c3fdba1ac63fc5f578,Porto. Free Wi-Fi
177,dc37ece713f7595af9db05d809137de5374c396cca00c58b9aabbd21b45d02a4,2024-09-12 03:00:00,1,2,6.0,87e9de860681a00e039c7386c10e094ee7ebf77cfa90e32bf65dec21d5b79fc3,55c24a0bff87ac512fbf718e87268746109015ee49e3ea30ae434da6f3b8655c,Porto. Free Wi-Fi
178,7463c279e6f398fd82b1af8d0d4e2d69777f77a61224743051ab53d9817539ce,2024-09-12 03:00:00,0,0,3.0,a78b00517ab9bedf81018b4e28a2639563968dcb837febecb782648374a658ae,679871ac7b59c2a7d76be1a74e9a7e3fb224faa494b1fbe96412772e26268180,Porto. Free Wi-Fi
179,a9ca6a73f9d788d65a69595765d8c303ca930754440577402f17a0977484e0e9,2024-09-12 07:00:00,0,0,6.0,7063860765d00f95a0c06a6f721fa1ac966a080c3583a94c2a45cc8339cdf9b3,a9fe5a7925c5a026d9148a8b48989ef93d09134ad235d2b673ec879baa8cb951,Porto. Free Wi-Fi
180,0785cccd8728182d6e7f2e136d6414229ee2d1ba5ef7f36cd0827e4da740fbcf,2024-09-12 04:00:00,0,0,7.0,4624dcab41f711701825678169090ba41b513a8022d587d05facaa7ccbea660c,40bf3519cde90d35ae8e5f741cc77cc0629ea8f01b765e737b1c35e02570ce5b,Porto. Free Wi-Fi
181,6f8c5e2ee8b615dc54c3c570b5495304c4bd2d71606612e16ed02260a12952d5,2024-09-12 04:00:00,195,241,97.0,aec60bd32fa9a044b33df1e2252a7c625d30f4b2653b7e8819be5edf5054c0ac,b715b6d508f3617aeffc2c727c60e5e02c05a0540bb88a54b74d401c16708f63,Porto. Free Wi-Fi
182,643793ade91bb23fc1279a55279619f5a60d6560dad876a30ae1f93136a1ce51,2024-09-12 04:00:00,1,10,1.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,f7e65d06ecc77fb0b1d76fdcc33f153f56f2d6a5c8f69953cbfa10cc3c911738,Porto. Free Wi-Fi
183,506822ccc84b905f7431ff1d09f9fc08d3f9f9b33cc77cbe45c2620810424d6e,2024-09-18 12:00:00,12,450,52.0,6dfbaaa6bf9dfa18822dc8c3aba99a6aebb7503c32dbd3865942ed48ec114be0,9c7c1cd6aa2ce7cacb6f8df8541d07b89298ee36b9f23a8032e70c020a066be6,Porto. Free Wi-Fi
184,d06fd93a9b3ab92ab50b0f6cc5cce6480723903699371fe779c75391ddfb82ab,2024-09-12 02:00:00,0,0,2.0,ac4269e53132c184187cbe5f0fd616cebd4f5f6f8700d8e1eed261a4c9fbdfb3,ea2e39e0d32082b803c0100edc002f8b011fb9381f725fc2867ba7fab23237f1,eduroam
185,d06fd93a9b3ab92ab50b0f6cc5cce6480723903699371fe779c75391ddfb82ab,2024-09-12 06:00:00,0,0,2.0,ac4269e53132c184187cbe5f0fd616cebd4f5f6f8700d8e1eed261a4c9fbdfb3,727e0fb0fb7c6257a90722ee25d18fd8136e688156b4fcfda7e6719dce69b6f9,eduroam
186,94a3c168e1f138b1f11c53fd7b5b94b65b36edca1b44e9aa7ebda0fff187748d,2024-09-12 03:00:00,3,25,37.0,2704a66738177dfb732b7e12814635b2379e9d00d277462444a105c90240fae5,a624b94f6637ac8e51fab1d1d6bc1eca5c8949e4e57783ed2b1d95da5a477902,Porto. Free Wi-Fi
187,e68b959ea5f5fc75023860ddaf54dc361ed4d87e65374bd85160036de4b67ed5,2024-09-18 13:00:00,1,11,31.0,1d473f3e99b9a27614f5223dd920d151b4b53cf892330336ff4187630ade6ed6,4931b333e7712f1a0d370752c3d4299d897838d1d0b3f664eeeea8006b87e500,eduroam
188,66fc5a164f88f7b24672e074c0618c8657636eeaebf3f5263b4b073b0790c30a,2024-09-12 07:00:00,0,0,0.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,4cad16c07e8c4d222c35d87e0e91ca7f748373f1733a74e0cd7c6e2a295726b4,Porto. Free Wi-Fi
189,cf8c0af91c014949a9df7805f45161a2def432b8afe0f1df91ef667225ddb4c6,2024-09-12 05:00:00,0,0,0.0,67004872f49151a450a1a06a7b2e9759f247cc87c718fb264782dd56d4155019,55c24a0bff87ac512fbf718e87268746109015ee49e3ea30ae434da6f3b8655c,eduroam
190,003aa2617a73e5eb23885e9f21a77d407bcc265679429fac855156cb6acbbd08,2024-09-12 07:00:00,0,0,0.0,0841e636545b403cdb3ae3b4112437562410e3930ccaa750b353e7c14403e6e9,f7e65d06ecc77fb0b1d76fdcc33f153f56f2d6a5c8f69953cbfa10cc3c911738,Porto. Free Wi-Fi
191,a55cc4c191967a1d2da5d52deb5dc9dc1d0ce8da687fb120d1b8c8df064d643d,2024-09-18 16:00:00,0,0,3.0,e15c59bdbcd95e79c4b6173b07fe3dd24e5ca9601f906be1a972f427af5a4fd8,1ae875b94679f3bad8501c335fb784ba32bdb01e7640464fca31714c23007c69,eduroam
192,304ce3d92612aaf3f68594d67f1c6bfc1708b239490a1c0e8ac04badc68fcc32,2024-09-12 02:00:00,0,0,0.0,d46ad90272b30c8fdf764666e6b931e8343c12025dd11a0b27d31b6d54a40df4,0b160f8f21b9a0df4d7441b13411dfabb0cf7414477f8131182f8bc47fd80556,eduroam
193,00b44c1eb9a0b432cda4c767f8fd364b90e32caf677ec474372217e60489e41f,2024-09-18 12:00:00,0,0,5.0,ce8a03163a72da395d1a816873f970412a9dc94c9fbad083a1c594cc6542093c,4430c37124a740cbd88faa185d3213254c4d45282a21e2f529ad6db8892f58be,Porto. Free Wi-Fi
194,60754215dd88709657fd2f24744dbd5a21e5d037980849e7726fb74647278346,2024-09-12 05:00:00,0,0,6.0,a7b300210f3830d7cec3d4bfdd99aedccafd0cbff1cfa36637ee5b470a8ade99,000a9b5f3e9924b838334ddc856fb44e865abff86f6ef27d4297d10436481d33,eduroam
195,9d43430db68e557369729547cdef69ef4aaebc80e17163fa347c49f8ecc22adb,2024-09-12 01:00:00,0,0,0.0,aff5b7218430106765dad78c04de81fdbb3dce02e7c78be970ad3be3a50c5ba8,a9623ebc2984a20de78d660be9953231f9a2357415fdaca372ac8480fd811ae5,Porto. Free Wi-Fi
196,a5aae1876466eb667888d91d8026c8f800c98765ad5055ae0aafe73b6b9fb5f2,2024-09-12 02:00:00,0,0,10.0,cd7d560b9d860699cb9f31e88ad24deb4f80f047edf44f51346057a5433e3ed4,c5b75ca3821a19ebbaa99bfd055b16b36ef85c479c528735f86b6c24eacbc7a1,eduroam
197,efb430752584e1dd69cf201891596310a6fc82ba28bda61c3cd3ec5d5e14ba25,2024-09-12 05:00:00,2,7,10.0,417e4f4abd54d39d3bac4f85e5a7be1155248068f132d6a50857b1663e09b505,c5b75ca3821a19ebbaa99bfd055b16b36ef85c479c528735f86b6c24eacbc7a1,eduroam
198,75c87862a4f6466c53d618636e3a175f8a4430f93eaf7994ea68995a1756b50a,2024-09-12 07:00:00,0,0,,76ab108f6bd053233cad43dc1c1b774a256b1fe2e1ca90d79306c7063a2267da,88ce951563eab8f86b80209fdee7e7aca5ad32f4a146f5e0e15f584da1ce7e99,Porto. Free Wi-Fi
